,AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel,Attitude,Age,Income,Education
14531,3,0,,,9,1.0,1.0,2.0,2.0,610602.0,35000.0,1990,2.0,1,610602.0,7.0,,2,2,,,3,4,9.0,2,1,2,4
14532,3,0,,,9,,,,2.0,610602.0,,1985,7.0,2,610602.0,2.0,2.0,2,3,1.0,1.0,1,1,7.0,2,2,3,3
14533,3,0,,,9,2.0,1.0,,2.0,610827.0,20000.0,1992,3.0,1,610827.0,,,2,3,1.0,1.0,1,1,4.0,2,1,1,3
14534,3,0,,,9,4.0,3.0,,2.0,610602.0,180000.0,1983,2.0,2,610602.0,2.0,2.0,2,3,1.0,1.0,1,1,9.0,2,2,3,4
14535,1,0,1.0,1.0,9,4.0,4.0,,,610602.0,4000.0,1955,4.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,1,1
14536,2,0,1.0,1.0,9,,,,2.0,610602.0,,1969,3.0,2,610602.0,2.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,3,2
14537,2,0,1.0,4.0,9,4.0,2.0,,2.0,610602.0,10000.0,1967,8.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14538,1,0,4.0,4.0,9,4.0,1.0,,2.0,610602.0,17000.0,1964,12.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14539,1,0,2.0,2.0,9,4.0,4.0,,2.0,610602.0,13000.0,1959,2.0,2,610602.0,,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14540,2,0,2.0,4.0,9,4.0,4.0,,,610602.0,3000.0,1973,8.0,1,610602.0,,,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14541,2,0,3.0,5.0,9,4.0,4.0,,2.0,610602.0,10000.0,1970,1.0,2,610602.0,,,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14542,2,0,4.0,5.0,9,,,,2.0,610602.0,,1970,3.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,3,2
14543,2,0,4.0,4.0,9,4.0,2.0,,,610602.0,30000.0,1965,3.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,2,2,1
14544,3,0,4.0,4.0,9,,,,2.0,610602.0,,1990,3.0,2,610602.0,4.0,2.0,2,3,1.0,1.0,1,1,3.0,2,1,3,2
14545,3,0,2.0,5.0,9,4.0,4.0,,2.0,610602.0,20000.0,1967,12.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,2,2,1,2
14546,2,0,2.0,2.0,9,,,,,610603.0,,1956,6.0,5,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,3,1
14547,2,0,1.0,1.0,9,4.0,3.0,,,610602.0,15000.0,1973,10.0,2,610602.0,,1.0,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14548,3,0,4.0,4.0,9,4.0,4.0,,2.0,610602.0,2000.0,1957,1.0,2,610602.0,,1.0,2,3,1.0,1.0,1,1,2.0,2,3,1,2
14549,3,0,3.0,4.0,9,4.0,4.0,,,610602.0,2000.0,1957,10.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,2,3,1,1
14550,2,0,3.0,5.0,9,4.0,4.0,,,610602.0,4000.0,1976,4.0,2,610602.0,,1.0,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14551,2,0,3.0,4.0,9,4.0,3.0,,,610627.0,4000.0,1977,5.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14552,1,0,2.0,2.0,9,4.0,1.0,,2.0,610602.0,15000.0,1963,4.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,1,3
14553,3,0,2.0,2.0,9,4.0,3.0,,,610603.0,8000.0,1967,10.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,2,2,1,1
14554,2,0,2.0,2.0,9,,,,,610602.0,,1955,2.0,5,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,3,1
14555,1,0,3.0,5.0,9,4.0,4.0,,2.0,610602.0,4000.0,1950,1.0,2,610602.0,1.0,1.0,2,1,1.0,1.0,1,1,2.0,1,3,1,2
14556,1,0,4.0,4.0,9,4.0,4.0,,2.0,610803.0,3000.0,1956,3.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,3,1,3
14557,2,0,2.0,3.0,9,,,,,610602.0,,1970,5.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,2,3,1
14558,3,0,1.0,2.0,9,4.0,4.0,,,610828.0,40000.0,1970,10.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,2,2,2,1
14559,2,0,1.0,1.0,9,,,,,610602.0,,1955,3.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,3,1
14560,3,0,2.0,4.0,9,4.0,3.0,,2.0,610602.0,18000.0,1952,3.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,2,3,1,2
14561,2,0,2.0,2.0,9,4.0,4.0,,,610602.0,6000.0,1955,4.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,1,1
14562,1,0,3.0,2.0,9,4.0,2.0,,2.0,610602.0,30000.0,1970,10.0,2,610602.0,,,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14563,1,0,4.0,4.0,9,4.0,1.0,,2.0,610602.0,20000.0,1972,2.0,2,610602.0,,,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14564,2,0,1.0,4.0,9,4.0,3.0,,2.0,610602.0,30000.0,1961,9.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14565,2,0,4.0,4.0,9,4.0,4.0,,2.0,610602.0,25000.0,1958,7.0,2,610602.0,,1.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14566,2,0,3.0,4.0,9,4.0,3.0,,2.0,610602.0,50000.0,1959,12.0,2,610602.0,1.0,1.0,2,1,1.0,1.0,1,1,3.0,1,2,2,2
14567,2,0,2.0,2.0,9,4.0,3.0,,2.0,610602.0,14000.0,1964,7.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14568,3,0,3.0,4.0,9,4.0,4.0,,2.0,610602.0,20000.0,1967,8.0,2,610602.0,9.0,3.0,2,3,1.0,1.0,1,1,2.0,2,2,1,2
14569,3,0,4.0,4.0,9,4.0,3.0,,2.0,610602.0,20000.0,1964,8.0,2,610602.0,1.0,2.0,2,3,1.0,2.0,1,1,3.0,2,2,1,2
14570,3,0,1.0,4.0,9,4.0,4.0,,2.0,610602.0,20000.0,1966,1.0,2,610602.0,1.0,,2,3,1.0,1.0,1,1,2.0,2,2,1,2
14571,3,0,3.0,4.0,9,4.0,4.0,,2.0,610602.0,50000.0,1964,9.0,2,610602.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
14572,2,0,3.0,5.0,9,4.0,4.0,,2.0,610602.0,50000.0,1965,8.0,2,610602.0,99.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14573,1,0,3.0,4.0,9,4.0,1.0,2.0,2.0,610602.0,30000.0,1961,7.0,2,610602.0,2.0,,2,1,1.0,1.0,1,1,3.0,1,2,2,2
14574,3,0,2.0,3.0,9,2.0,1.0,,2.0,610602.0,30000.0,1963,8.0,2,610602.0,1.0,,2,1,1.0,1.0,1,1,4.0,2,2,2,3
14575,2,0,2.0,4.0,9,,,,2.0,610602.0,,1958,11.0,2,610602.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14576,4,0,3.0,4.0,9,4.0,4.0,2.0,2.0,610602.0,40000.0,1970,12.0,2,610602.0,2.0,2.0,2,3,1.0,1.0,1,1,2.0,3,2,2,2
14577,2,0,2.0,4.0,9,3.0,3.0,,2.0,610628.0,47000.0,1978,,2,610628.0,,,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14578,2,0,2.0,4.0,9,2.0,1.0,,2.0,610628.0,47000.0,1987,,2,610628.0,,,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14579,2,0,2.0,4.0,9,,,,2.0,610628.0,,1958,6.0,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,2.0,1,2,3,2
14580,2,0,4.0,4.0,9,4.0,3.0,,2.0,610628.0,70000.0,1966,,2,610628.0,3.0,,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14581,2,0,4.0,4.0,9,4.0,2.0,,2.0,610628.0,70000.0,1969,,2,610628.0,,1.0,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14582,3,0,3.0,5.0,9,4.0,4.0,,2.0,610628.0,40000.0,1957,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,2,3,2,2
14583,3,0,3.0,3.0,9,4.0,4.0,,,610628.0,40000.0,1959,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,2,2,2,1
14584,2,0,2.0,3.0,9,1.0,1.0,,2.0,610628.0,200000.0,1983,,2,610628.0,,,1,3,1.0,1.0,1,1,4.0,1,2,3,3
14585,3,0,2.0,4.0,9,4.0,1.0,,2.0,610628.0,200000.0,1959,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,3,2
14586,2,0,2.0,4.0,9,4.0,2.0,,2.0,610628.0,200000.0,1957,,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,3,3,2
14587,3,0,3.0,5.0,9,4.0,2.0,,2.0,610628.0,60000.0,1965,,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,4.0,2,2,2,3
14588,2,0,4.0,3.0,9,4.0,1.0,,2.0,610628.0,60000.0,1963,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14589,3,0,4.0,3.0,9,1.0,1.0,,2.0,610628.0,35000.0,1990,,1,610628.0,,,2,3,1.0,1.0,1,1,9.0,2,1,2,4
14590,1,0,2.0,4.0,9,4.0,2.0,,2.0,610628.0,10000.0,1960,,5,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14591,1,0,2.0,3.0,9,2.0,1.0,,2.0,610628.0,10000.0,1982,,2,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14592,1,0,2.0,3.0,9,2.0,1.0,,2.0,610628.0,10000.0,1984,,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14593,1,0,2.0,3.0,9,4.0,4.0,,2.0,610628.0,10000.0,1951,5.0,2,610628.0,,,2,3,1.0,1.0,1,1,2.0,1,3,1,2
14594,1,0,2.0,2.0,9,4.0,4.0,,2.0,610628.0,10000.0,1954,12.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,3,1,2
14595,3,0,4.0,5.0,9,4.0,1.0,,,610628.0,70000.0,1970,,2,610628.0,,,2,3,1.0,1.0,1,1,1.0,2,2,2,1
14596,1,0,4.0,4.0,9,4.0,2.0,,2.0,610628.0,70000.0,1970,,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14597,2,0,2.0,4.0,9,4.0,4.0,,2.0,610628.0,40000.0,1952,,2,610628.0,6.0,1.0,2,3,1.0,1.0,1,1,2.0,1,3,2,2
14598,2,0,4.0,5.0,9,4.0,4.0,,,610628.0,40000.0,1956,,2,610628.0,,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14599,3,0,4.0,4.0,9,,,,2.0,610628.0,,2002,,1,610628.0,,,2,3,1.0,1.0,1,1,3.0,2,1,3,2
14600,1,0,4.0,4.0,9,4.0,1.0,,2.0,610628.0,10000.0,1959,,2,610628.0,1.0,2.0,2,3,1.0,1.0,1,1,4.0,1,2,1,3
14601,1,0,2.0,2.0,9,4.0,1.0,,2.0,610628.0,10000.0,1986,,2,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14602,1,0,2.0,2.0,9,4.0,1.0,,2.0,610628.0,10000.0,1987,,2,610628.0,3.0,3.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14603,1,0,2.0,3.0,9,4.0,1.0,,2.0,610628.0,10000.0,1960,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14604,3,0,2.0,2.0,9,4.0,4.0,,2.0,610628.0,50000.0,1960,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
14605,2,0,2.0,2.0,9,4.0,4.0,,2.0,610628.0,40000.0,1963,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14606,1,0,2.0,5.0,9,4.0,4.0,,2.0,610628.0,90000.0,1957,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,3,2,2
14607,2,0,2.0,4.0,9,4.0,4.0,,,610628.0,90000.0,1957,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14608,2,0,4.0,5.0,9,4.0,1.0,,2.0,610628.0,70000.0,1979,,2,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14609,3,0,4.0,5.0,9,,,,2.0,610628.0,,2000,,1,610628.0,,,2,3,1.0,1.0,1,1,4.0,2,1,3,3
14610,2,0,4.0,5.0,9,,,,2.0,610628.0,,2003,,1,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,1,3,2
14611,1,0,4.0,4.0,9,4.0,4.0,,2.0,610628.0,80000.0,1962,,2,610628.0,2.0,2.0,1,3,1.0,1.0,1,1,4.0,1,2,2,3
14612,1,0,2.0,2.0,9,4.0,4.0,,,610628.0,10000.0,1951,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,1,1
14613,1,0,2.0,2.0,9,2.0,2.0,,,610628.0,10000.0,1982,,1,610628.0,,,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14614,1,0,2.0,2.0,9,4.0,4.0,,,610628.0,10000.0,1951,11.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,1,1
14615,1,0,2.0,2.0,9,3.0,1.0,,,610628.0,10000.0,1982,10.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,2,1,1
14616,3,0,2.0,2.0,9,4.0,1.0,,2.0,610628.0,10000.0,1961,,2,610628.0,2.0,1.0,2,1,1.0,1.0,1,1,3.0,2,2,1,2
14617,2,0,3.0,2.0,9,,,,2.0,610628.0,,1962,,2,610628.0,4.0,3.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14618,2,0,3.0,4.0,9,,,,2.0,610628.0,,1988,,2,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,1,3,2
14619,2,0,4.0,4.0,9,,,,2.0,610628.0,,1991,,2,610628.0,2.0,3.0,2,3,1.0,1.0,1,1,3.0,1,1,3,2
14620,2,0,4.0,3.0,9,,,,2.0,610628.0,,1981,,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14621,2,0,2.0,3.0,9,4.0,2.0,,2.0,610628.0,50000.0,1977,,2,610628.0,3.0,,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14622,1,0,2.0,1.0,9,2.0,1.0,,2.0,610628.0,150000.0,1968,,2,610628.0,3.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14623,1,0,4.0,4.0,9,1.0,1.0,,2.0,610628.0,150000.0,1969,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14624,2,0,4.0,3.0,9,4.0,4.0,,2.0,610628.0,70000.0,1961,,2,610628.0,2.0,,2,3,2.0,1.0,1,2,4.0,1,2,2,3
14625,2,0,2.0,4.0,9,4.0,4.0,,2.0,610628.0,70000.0,1964,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14626,2,0,4.0,4.0,9,1.0,1.0,1.0,2.0,610628.0,40000.0,1989,,1,610628.0,,,2,3,2.0,1.0,1,1,7.0,1,1,2,3
14627,2,0,2.0,3.0,9,4.0,1.0,,2.0,610628.0,20000.0,1975,,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14628,3,0,4.0,3.0,9,4.0,2.0,,2.0,610628.0,20000.0,1973,,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,3.0,2,2,1,2
14629,2,0,2.0,2.0,9,4.0,2.0,,,610826.0,50000.0,1963,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,2,2,1
14630,2,0,3.0,2.0,9,4.0,2.0,,2.0,610628.0,50000.0,1968,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14631,2,0,2.0,4.0,9,4.0,4.0,,,410322.0,28000.0,1954,,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14632,1,0,1.0,4.0,9,4.0,4.0,,2.0,610628.0,28000.0,1954,,2,610628.0,4.0,1.0,2,3,2.0,2.0,2,1,2.0,1,3,2,2
14633,2,0,4.0,3.0,9,4.0,2.0,,2.0,610628.0,100000.0,1956,,2,610202.0,1.0,1.0,2,1,1.0,1.0,1,1,4.0,1,3,2,3
14634,2,0,3.0,2.0,9,4.0,4.0,,,610628.0,100000.0,1956,,2,610628.0,3.0,1.0,2,1,1.0,1.0,1,1,1.0,1,3,2,1
14635,1,0,2.0,5.0,9,4.0,4.0,,,610628.0,40000.0,1952,9.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14636,2,0,1.0,4.0,9,4.0,4.0,,,610628.0,40000.0,1954,12.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14637,2,0,3.0,4.0,9,2.0,1.0,,2.0,610628.0,80000.0,1967,,2,610628.0,,1.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14638,3,0,4.0,4.0,9,4.0,2.0,,2.0,610830.0,30000.0,1956,,2,610830.0,3.0,1.0,2,3,1.0,1.0,1,1,3.0,2,3,2,2
14639,3,0,4.0,3.0,9,4.0,2.0,,2.0,610830.0,30000.0,1958,,2,610830.0,,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
14640,1,0,2.0,4.0,9,4.0,4.0,,2.0,610628.0,90000.0,1964,,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14641,1,0,2.0,4.0,9,4.0,1.0,,2.0,610628.0,90000.0,1964,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14642,1,0,2.0,4.0,9,4.0,2.0,,2.0,610628.0,30000.0,1962,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14643,1,0,2.0,4.0,9,4.0,4.0,,2.0,610628.0,30000.0,1962,,2,610628.0,1.0,3.0,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14644,1,0,2.0,5.0,9,,,,2.0,610628.0,,2000,,1,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,1,3,2
14645,2,0,2.0,3.0,9,4.0,1.0,,2.0,610628.0,10000.0,1961,,2,610628.0,1.0,1.0,2,1,1.0,1.0,1,1,4.0,1,2,1,3
14646,2,0,2.0,3.0,9,2.0,2.0,,2.0,610628.0,10000.0,1966,,2,610628.0,,1.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14647,1,0,4.0,4.0,9,2.0,1.0,,2.0,610628.0,10000.0,1965,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14648,1,0,3.0,3.0,9,2.0,2.0,,2.0,610628.0,10000.0,1962,,2,610628.0,1.0,3.0,2,3,1.0,1.0,1,1,3.0,1,2,1,2
14649,2,0,2.0,3.0,9,2.0,1.0,,2.0,610628.0,15000.0,1990,,1,610628.0,,,2,3,1.0,1.0,1,1,3.0,1,1,1,2
14650,1,0,3.0,3.0,9,2.0,1.0,,2.0,610628.0,10000.0,1993,,2,610628.0,,,2,3,1.0,1.0,1,1,4.0,1,1,1,3
14651,1,0,3.0,3.0,9,3.0,3.0,,2.0,610628.0,10000.0,1993,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,1,1,2
14652,1,0,3.0,3.0,9,4.0,4.0,,2.0,610628.0,10000.0,1959,,5,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14653,1,0,2.0,2.0,9,2.0,1.0,,2.0,610628.0,10000.0,1987,,1,610628.0,1.0,,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14654,1,0,3.0,3.0,9,3.0,1.0,,2.0,610628.0,10000.0,1990,6.0,2,610628.0,1.0,2.0,2,3,1.0,1.0,1,1,3.0,1,1,1,2
14655,1,0,1.0,5.0,9,2.0,1.0,,2.0,610628.0,10000.0,1985,5.0,2,610628.0,1.0,,2,3,1.0,1.0,1,1,4.0,1,2,1,3
14656,2,0,1.0,5.0,9,4.0,4.0,,2.0,610628.0,17000.0,1963,,2,610628.0,4.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,1,2
14657,4,0,4.0,5.0,9,4.0,4.0,,2.0,610628.0,17000.0,1959,,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,3,2,1,2
14658,3,0,1.0,2.0,9,4.0,1.0,,2.0,610628.0,30000.0,1970,4.0,2,610628.0,1.0,1.0,2,1,1.0,1.0,1,1,3.0,2,2,2,2
14659,3,0,4.0,4.0,9,4.0,2.0,,2.0,610628.0,30000.0,1975,11.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
14660,2,0,2.0,2.0,9,3.0,1.0,,2.0,610628.0,50000.0,1987,11.0,2,610628.0,4.0,3.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14661,3,0,4.0,3.0,9,2.0,1.0,,2.0,610628.0,50000.0,1988,4.0,2,610628.0,4.0,1.0,2,3,1.0,1.0,1,1,3.0,2,1,2,2
14662,2,0,2.0,4.0,9,4.0,2.0,,2.0,610628.0,80000.0,1966,5.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,2,2
14663,1,0,1.0,4.0,9,4.0,1.0,,2.0,610628.0,80000.0,1963,9.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14664,3,0,2.0,4.0,9,4.0,2.0,,2.0,610628.0,40000.0,1968,10.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,2,2,2,2
14665,2,0,4.0,3.0,9,1.0,1.0,,2.0,610628.0,100000.0,1988,7.0,2,610628.0,4.0,3.0,2,3,1.0,1.0,1,1,4.0,1,1,2,3
14666,1,0,2.0,3.0,9,4.0,4.0,,,610628.0,99999.0,1948,10.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14667,2,0,3.0,3.0,9,,,,2.0,610628.0,,1984,8.0,2,610628.0,3.0,2.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14668,1,0,4.0,4.0,9,1.0,1.0,,2.0,610628.0,99999.0,1992,6.0,1,610628.0,,,2,1,1.0,1.0,1,1,9.0,1,1,2,4
14669,3,0,4.0,4.0,9,1.0,1.0,,2.0,610628.0,200000.0,1970,10.0,2,610628.0,,2.0,2,3,1.0,1.0,1,1,4.0,2,2,3,3
14670,3,0,4.0,5.0,9,3.0,1.0,,2.0,610628.0,99999.0,1969,11.0,2,610628.0,2.0,2.0,2,3,1.0,1.0,1,1,2.0,2,2,2,2
14671,2,0,5.0,5.0,9,2.0,2.0,,2.0,610628.0,99999.0,1977,3.0,2,610628.0,,,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14672,2,0,2.0,3.0,9,2.0,1.0,,2.0,610628.0,99999.0,1977,1.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14673,2,0,2.0,3.0,9,4.0,4.0,,,610628.0,99999.0,1954,9.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,2,1
14674,2,0,1.0,4.0,9,4.0,4.0,,2.0,610628.0,99999.0,1957,8.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,3,2,2
14675,1,0,5.0,4.0,9,,,,,610628.0,,1955,10.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,1.0,1,3,3,1
14676,2,0,3.0,1.0,9,4.0,4.0,,2.0,610628.0,1600.0,1949,8.0,4,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,3,1,2
14677,2,0,2.0,2.0,9,4.0,3.0,,2.0,610628.0,40000.0,1968,7.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14678,1,0,3.0,2.0,9,4.0,2.0,,2.0,610628.0,30000.0,1989,9.0,2,610628.0,1.0,2.0,2,3,1.0,1.0,1,1,3.0,1,1,2,2
14679,1,0,4.0,4.0,9,3.0,1.0,,2.0,610628.0,40000.0,1969,9.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14680,1,0,4.0,5.0,9,2.0,1.0,,2.0,610628.0,30000.0,1989,7.0,2,610628.0,4.0,3.0,2,3,1.0,1.0,3,1,3.0,1,1,2,2
14681,2,0,4.0,3.0,9,2.0,1.0,,2.0,610628.0,70000.0,1986,11.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14682,2,0,3.0,5.0,9,2.0,1.0,,2.0,610628.0,40000.0,1991,11.0,1,610628.0,,,2,3,1.0,1.0,1,1,8.0,1,1,2,4
14683,1,0,2.0,4.0,9,3.0,1.0,,2.0,610628.0,40000.0,1957,8.0,2,610628.0,2.0,1.0,2,3,1.0,1.0,1,1,3.0,1,3,2,2
14684,2,0,3.0,4.0,9,3.0,1.0,2.0,2.0,610628.0,40000.0,1975,4.0,2,610628.0,,2.0,2,3,1.0,1.0,1,1,4.0,1,2,2,3
14685,2,0,4.0,3.0,9,,,,2.0,610628.0,,1979,8.0,2,610628.0,,1.0,2,3,1.0,1.0,1,1,3.0,1,2,3,2
14686,1,0,4.0,4.0,9,1.0,1.0,,2.0,610628.0,80000.0,1978,11.0,2,610628.0,,4.0,2,3,1.0,1.0,1,1,3.0,1,2,2,2
14687,1,0,4.0,4.0,9,,,,2.0,610628.0,,1983,12.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,2.0,1,2,3,2
14688,2,0,3.0,4.0,9,4.0,1.0,,2.0,610628.0,10000.0,1964,4.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,2,1,3
14689,1,0,3.0,5.0,9,1.0,1.0,,2.0,610628.0,99999.0,1993,1.0,2,610628.0,1.0,,2,3,1.0,1.0,1,1,4.0,1,1,2,3
14690,1,0,2.0,2.0,9,4.0,4.0,,2.0,610628.0,2000.0,1954,1.0,2,610628.0,1.0,1.0,2,3,1.0,1.0,1,1,4.0,1,3,1,3
